region,brand,collection,price,cost,quantity_sold,sales_revenue,total_cost,gross_profit,year_quarter,year
West,Jeffrey Alexander,Marlo,21.05,12.65,434,9135.7,5490.1,3645.6,2018-Q1,2018
West,Jeffrey Alexander,Latches,12.65,7.51,130,1644.5,976.3,668.2,2018-Q1,2018
Central,Elements,Aiden,1.1779,3.67,359,422.8661,1317.53,-894.6639,2018-Q1,2018
Central,Elements,Calloway,7.25,4.77,404,2929,1927.08,1001.92,2018-Q1,2018
Northwest,Elements,Zachary,5.79,3.5,160,926.4,560,366.4,2018-Q1,2018
West,Jeffrey Alexander,Rhodes,5.25,3.33,518,2719.5,1724.94,994.56,2018-Q1,2018
Central,Elements,Gatsby,3.07,2.11,505,1550.35,1065.55,484.8,2018-Q1,2018
Central,Jeffrey Alexander,Zane,12.75,7.31,986,12571.5,7207.66,5363.84,2018-Q1,2018
Central,Elements,Brenton,8.05,4.95,143,1151.15,707.85,443.3,2018-Q1,2018
East coast,Jeffrey Alexander,Duval,160,90.09,163,26080,14684.67,11395.33,2018-Q1,2018
Central,Elements,Florence,6.83,4.73,853,5825.99,4034.69,1791.3,2018-Q1,2018
Northwest,Jeffrey Alexander,Chesapeake,10.6,6.11,847,8978.2,5175.17,3803.03,2018-Q1,2018
East coast,Elements,Florence,5.21,3.63,691,3600.11,2508.33,1091.78,2018-Q1,2018
Central,Elements,Brenton,9.45,6.44,613,5792.85,3947.72,1845.13,2018-Q1,2018
Northwest,Jeffrey Alexander,Zane,12.75,7.27,553,7050.75,4020.31,3030.44,2018-Q1,2018
Central,Elements,Naples,7.25,4.53,379,2747.75,1716.87,1030.88,2018-Q1,2018
South,Elements,Lindos,3.83,2.45,743,2845.69,1820.35,1025.34,2018-Q1,2018
Central,Elements,Madison,3.89,2.37,127,494.03,300.99,193.04,2018-Q1,2018
Central,Elements,Zachary,5.79,3.49,750,4342.5,2617.5,1725,2018-Q1,2018
International,Jeffrey Alexander,Montclair,26.11,14.55,925,24151.75,13458.75,10693,2018-Q1,2018
East coast,Jeffrey Alexander,Grande,21.25,12.79,612,13005,7827.48,5177.52,2018-Q1,2018
Central,Elements,Strickland,9.53,6.51,226,2153.78,1471.26,682.52,2018-Q1,2018
Central,Elements,Slade,4.99,3.32,382,1906.18,1268.24,637.94,2018-Q1,2018
Midwest,Jeffrey Alexander,Delgado,29.49,17.56,529,15600.21,9289.24,6310.97,2018-Q1,2018
East coast,Elements,Seaver,5.98,3.85,650,3887,2502.5,1384.5,2018-Q1,2018
East coast,Jeffrey Alexander,Annadale,14.45,8.58,176,2543.2,1510.08,1033.12,2018-Q1,2018
Midwest,Jeffrey Alexander,Belcastel,126,73.53,236,29736,17353.08,12382.92,2018-Q1,2018
Central,Elements,Drake,4.79,3.01,139,665.81,418.39,247.42,2018-Q1,2018
Central,Jeffrey Alexander,Glenmore,15.79,9.31,604,9537.16,5623.24,3913.92,2018-Q1,2018
Midwest,Jeffrey Alexander,Cordova,126,71.76,656,82656,47074.56,35581.44,2018-Q1,2018
Central,Jeffrey Alexander,Regency,7.13,4.03,382,2723.66,1539.46,1184.2,2018-Q1,2018
East coast,Jeffrey Alexander,Tiffany,22.11,13.22,816,18041.76,10787.52,7254.24,2018-Q1,2018
West,Jeffrey Alexander,Durham,15.99,10.02,254,4061.46,2545.08,1516.38,2018-Q1,2018
Central,Elements,Hadley,6.35,4.16,634,4025.9,2637.44,1388.46,2018-Q1,2018
South,Jeffrey Alexander,Valencia,8.65,5.04,144,1245.6,725.76,519.84,2018-Q1,2018
Northwest,Jeffrey Alexander,Delgado,29.49,16.35,863,25449.87,14110.05,11339.82,2018-Q1,2018
West,Jeffrey Alexander,Lexa,9.31,5.46,898,8360.38,4903.08,3457.3,2018-Q1,2018
Midwest,Jeffrey Alexander,Durham,126,72.15,1340,168840,96681,72159,2018-Q1,2018
South,Jeffrey Alexander,Durham,126,73.12,472,59472,34512.64,24959.36,2018-Q1,2018
West,Jeffrey Alexander,Cordova,5.05,3.13,975,4923.75,3051.75,1872,2018-Q1,2018
South,Elements,Drake,6.1,4.02,618,3769.8,2484.36,1285.44,2018-Q1,2018
East coast,Jeffrey Alexander,Escutcheons,1.78,1.06,738,1313.64,782.28,531.36,2018-Q1,2018
South,Elements,Edgefield,6.65,4.02,463,3078.95,1861.26,1217.69,2018-Q1,2018
Northeast,Elements,Aiden,1.1779,3.67,581,684.3599,2132.27,-1447.9101,2018-Q1,2018
Northeast,Jeffrey Alexander,Belcastel,8.93,5.46,465,4152.45,2538.9,1613.55,2018-Q1,2018
South,Elements,Seaver,5.98,4.14,69,412.62,285.66,126.96,2018-Q1,2018
West,Jeffrey Alexander,Belcastel,10.71,6.6,787,8428.77,5194.2,3234.57,2018-Q1,2018
Midwest,Jeffrey Alexander,Cordova,5.2,3.15,1573,8179.6,4954.95,3224.65,2018-Q1,2018
East coast,Elements,Lindos,4.15,2.82,605,2510.75,1706.1,804.65,2018-Q1,2018
East coast,Elements,Madison,3.45,2.28,931,3211.95,2122.68,1089.27,2018-Q1,2018
Northeast,Jeffrey Alexander,Lyon,6.95,3.83,413,2870.35,1581.79,1288.56,2018-Q1,2018
South,Jeffrey Alexander,Lille,10.53,6.31,714,7518.42,4505.34,3013.08,2018-Q1,2018
East coast,Jeffrey Alexander,Leyton,19.5,11.74,67,1306.5,786.58,519.92,2018-Q1,2018
Midwest,Jeffrey Alexander,Solana,16.28,9.05,1294,21066.32,11710.7,9355.62,2018-Q1,2018
West,Jeffrey Alexander,Lexa,18.85,11.31,541,10197.85,6118.71,4079.14,2018-Q1,2018
Northeast,Jeffrey Alexander,Sonoma,18.99,11.09,580,11014.2,6432.2,4582,2018-Q1,2018
Central,Elements,Edgefield,17.85,12.05,488,8710.8,5880.4,2830.4,2018-Q1,2018
South,Elements,Cypress,2.5,1.67,472,1180,788.24,391.76,2018-Q1,2018
East coast,Jeffrey Alexander,Belcastel,11.65,6.65,848,9879.2,5639.2,4240,2018-Q1,2018
Midwest,Elements,Lindos,3.83,2.45,720,2757.6,1764,993.6,2018-Q1,2018
Northwest,Jeffrey Alexander,Grande,17.59,9.89,957,16833.63,9464.73,7368.9,2018-Q1,2018
Northwest,Elements,Naples,9.15,6.09,684,6258.6,4165.56,2093.04,2018-Q1,2018
West,Jeffrey Alexander,Glenmore,15.79,9.67,904,14274.16,8741.68,5532.48,2018-Q1,2018
West,Jeffrey Alexander,Regan,5.39,3.39,980,5282.2,3322.2,1960,2018-Q1,2018
South,Jeffrey Alexander,Delgado,167.5,107.41,605,101337.5,64983.05,36354.45,2018-Q1,2018
East coast,Elements,Somerset,5.35,3.21,140,749,449.4,299.6,2018-Q1,2018
Midwest,Jeffrey Alexander,Callie,8.53,5.43,503,4290.59,2731.29,1559.3,2018-Q1,2018
Northwest,Elements,Naples,10.4,7.25,742,7716.8,5379.5,2337.3,2018-Q1,2018
East coast,Jeffrey Alexander,Leyton,13.99,8.55,173,2420.27,1479.15,941.12,2018-Q1,2018
Central,Elements,Seaver,6.49,4.29,567,3679.83,2432.43,1247.4,2018-Q1,2018
Central,Elements,Aiden,0.7237,2.14,947,685.3439,2026.58,-1341.2361,2018-Q1,2018
Northwest,Jeffrey Alexander,Encada,12.78,8.22,793,10134.54,6518.46,3616.08,2018-Q1,2018
Northeast,Elements,Madison,3.89,2.37,393,1528.77,931.41,597.36,2018-Q1,2018
Northeast,Elements,Slade,2.39,1.56,127,303.53,198.12,105.41,2018-Q1,2018
South,Jeffrey Alexander,Lenoir,6.2,3.96,732,4538.4,2898.72,1639.68,2018-Q1,2018
West,Jeffrey Alexander,Harlow,12.89,8.03,548,7063.72,4400.44,2663.28,2018-Q1,2018
Midwest,Jeffrey Alexander,Zane,57.99,36.82,1059,61411.41,38992.38,22419.03,2018-Q1,2018
East coast,Elements,Capri,3.83,2.32,346,1325.18,802.72,522.46,2018-Q1,2018
Northeast,Jeffrey Alexander,Annadale,17.89,10.55,38,679.82,400.9,278.92,2018-Q1,2018
West,Jeffrey Alexander,Cairo,7.35,4.55,183,1345.05,832.65,512.4,2018-Q1,2018
East coast,Jeffrey Alexander,Delgado,167.5,99.66,305,51087.5,30396.3,20691.2,2018-Q1,2018
West,Elements,Kenner,5.39,3.35,767,4134.13,2569.45,1564.68,2018-Q1,2018
West,Elements,Merryville,3.43,2.31,762,2613.66,1760.22,853.44,2018-Q1,2018
Midwest,Jeffrey Alexander,Escutcheons,1.78,1.14,1621,2885.38,1847.94,1037.44,2018-Q1,2018
East coast,Jeffrey Alexander,Breighton,7.81,5.05,17,132.77,85.85,46.92,2018-Q1,2018
East coast,Jeffrey Alexander,Zane,57.99,33.11,667,38679.33,22084.37,16594.96,2018-Q1,2018
East coast,Jeffrey Alexander,Prestige,30.05,16.6,57,1712.85,946.2,766.65,2018-Q1,2018
Central,Elements,Belfast,8.1,5.49,30,243,164.7,78.3,2018-Q1,2018
Central,Jeffrey Alexander,Belcastel,14.05,9.1,382,5367.1,3476.2,1890.9,2018-Q1,2018
West,Elements,Cypress,3.58,2.47,920,3293.6,2272.4,1021.2,2018-Q1,2018
Central,Elements,Merryville,3.83,2.38,837,3205.71,1992.06,1213.65,2018-Q1,2018
South,Elements,Madison,3.89,2.33,456,1773.84,1062.48,711.36,2018-Q1,2018
South,Jeffrey Alexander,Duval,21.99,14.24,261,5739.39,3716.64,2022.75,2018-Q1,2018
Northwest,Jeffrey Alexander,Rae,9.89,6.32,530,5241.7,3349.6,1892.1,2018-Q1,2018
South,Jeffrey Alexander,Tiffany,14.49,8.94,610,8838.9,5453.4,3385.5,2018-Q1,2018
West,Elements,Torino,2.75,1.89,193,530.75,364.77,165.98,2018-Q1,2018
East coast,Jeffrey Alexander,Tiffany,25.55,14.1,623,15917.65,8784.3,7133.35,2018-Q1,2018
Northwest,Jeffrey Alexander,Callie,15.79,8.87,90,1421.1,798.3,622.8,2018-Q1,2018
Northwest,Elements,Gatsby,3.23,2.06,546,1763.58,1124.76,638.82,2018-Q1,2018
Central,Elements,Verona,8.65,5.25,856,7404.4,4494,2910.4,2018-Q1,2018
West,Jeffrey Alexander,Belcastel,8.93,5.11,719,6420.67,3674.09,2746.58,2018-Q1,2018
Northeast,Jeffrey Alexander,Marlo,24.5,14.59,551,13499.5,8039.09,5460.41,2018-Q1,2018
West,Elements,Stanton,6.1,4.16,178,1085.8,740.48,345.32,2018-Q1,2018
Central,Elements,Gatsby,2.28,1.57,638,1454.64,1001.66,452.98,2018-Q1,2018
Northwest,Jeffrey Alexander,Tiffany,22.11,13.4,408,9020.88,5467.2,3553.68,2018-Q1,2018
Central,Elements,Naples,10.83,7.37,373,4039.59,2749.01,1290.58,2018-Q1,2018
Central,Jeffrey Alexander,Leyton,16.59,9.97,682,11314.38,6799.54,4514.84,2018-Q1,2018
Northeast,Elements,Seaver,6.49,4.04,617,4004.33,2492.68,1511.65,2018-Q1,2018
East coast,Elements,Gatsby,3.07,1.92,565,1734.55,1084.8,649.75,2018-Q1,2018
Central,Elements,Calloway,7.63,5.24,409,3120.67,2143.16,977.51,2018-Q1,2018
South,Jeffrey Alexander,Bremen,7.13,4.53,418,2980.34,1893.54,1086.8,2018-Q1,2018
East coast,Elements,Lindos,4.15,2.58,958,3975.7,2471.64,1504.06,2018-Q1,2018
Northwest,Elements,Zachary,6.75,4.7,128,864,601.6,262.4,2018-Q1,2018
Central,Jeffrey Alexander,Zane,17.15,10.77,539,9243.85,5805.03,3438.82,2018-Q1,2018
South,Jeffrey Alexander,Delgado,9.89,6.41,757,7486.73,4852.37,2634.36,2018-Q1,2018
Northeast,Jeffrey Alexander,Rae,126,79.63,421,53046,33524.23,19521.77,2018-Q1,2018
Midwest,Elements,Asher,6.35,4.2,76,482.6,319.2,163.4,2018-Q1,2018
West,Jeffrey Alexander,Durham,6.58,4.25,925,6086.5,3931.25,2155.25,2018-Q1,2018
Central,Elements,Cosgrove,9.83,6.55,421,4138.43,2757.55,1380.88,2018-Q1,2018
Northeast,Jeffrey Alexander,Bremen,12.45,7.49,78,971.1,584.22,386.88,2018-Q1,2018
Midwest,Jeffrey Alexander,Lexa,18.85,11.14,236,4448.6,2629.04,1819.56,2018-Q1,2018
Central,Elements,Verona,3.32,2.13,444,1474.08,945.72,528.36,2018-Q1,2018
Central,Elements,Drake,5.09,3.54,73,371.57,258.42,113.15,2018-Q1,2018
East coast,Elements,Asher,8.55,5.13,25,213.75,128.25,85.5,2018-Q1,2018
Central,Elements,Strickland,6.11,3.82,132,806.52,504.24,302.28,2018-Q1,2018
Central,Elements,Luxe,5.09,3.5,194,987.46,679,308.46,2018-Q1,2018
Central,Elements,Syracuse,3.53,2.15,287,1013.11,617.05,396.06,2018-Q1,2018
Northeast,Jeffrey Alexander,Annadale,27.15,16.81,219,5945.85,3681.39,2264.46,2018-Q1,2018
Central,Elements,Park,6.35,3.88,592,3759.2,2296.96,1462.24,2018-Q1,2018
East coast,Jeffrey Alexander,Ella,21.35,12.45,762,16268.7,9486.9,6781.8,2018-Q1,2018
Northeast,Jeffrey Alexander,Solana,21.75,13.68,258,5611.5,3529.44,2082.06,2018-Q1,2018
Northeast,Elements,Naples,14.05,8.65,996,13993.8,8615.4,5378.4,2018-Q1,2018
South,Jeffrey Alexander,Bremen,15.99,9.14,248,3965.52,2266.72,1698.8,2018-Q1,2018
South,Elements,Stanton,6.1,4.08,287,1750.7,1170.96,579.74,2018-Q1,2018
East coast,Jeffrey Alexander,Tahoe,13.83,8.73,664,9183.12,5796.72,3386.4,2018-Q1,2018
East coast,Jeffrey Alexander,Bremen,10.71,5.91,959,10270.89,5667.69,4603.2,2018-Q1,2018
East coast,Jeffrey Alexander,Marlo,13.99,7.97,424,5931.76,3379.28,2552.48,2018-Q1,2018
South,Jeffrey Alexander,Durham,6.58,4.09,481,3164.98,1967.29,1197.69,2018-Q1,2018
Midwest,Elements,Florence,5.21,3.25,30,156.3,97.5,58.8,2018-Q1,2018
South,Jeffrey Alexander,Lafayette,11.39,6.56,301,3428.39,1974.56,1453.83,2018-Q1,2018
Central,Jeffrey Alexander,Marlo,6.58,4.13,207,1362.06,854.91,507.15,2018-Q1,2018
East coast,Jeffrey Alexander,Tiffany,10.71,6.4,584,6254.64,3737.6,2517.04,2018-Q1,2018
East coast,Elements,Drake,4.79,3.01,905,4334.95,2724.05,1610.9,2018-Q1,2018
West,Jeffrey Alexander,Anwick,21.78,12.58,498,10846.44,6264.84,4581.6,2018-Q1,2018
Midwest,Jeffrey Alexander,Modena,13.53,8.76,1571,21255.63,13761.96,7493.67,2018-Q1,2018
Northwest,Jeffrey Alexander,Tiffany,22.11,14.07,148,3272.28,2082.36,1189.92,2018-Q1,2018
Central,Elements,Edgefield,9.35,6.18,55,514.25,339.9,174.35,2018-Q1,2018
West,Jeffrey Alexander,Sutton,34.65,20.78,563,19507.95,11699.14,7808.81,2018-Q1,2018
East coast,Jeffrey Alexander,Ella,136.25,87.93,313,42646.25,27522.09,15124.16,2018-Q1,2018
International,Jeffrey Alexander,Callie,13.2,8.51,364,4804.8,3097.64,1707.16,2018-Q1,2018
Northeast,Elements,Aiden,1.1779,3.59,484,570.1036,1737.56,-1167.4564,2018-Q1,2018
Central,Elements,Glendale,5.98,3.64,331,1979.38,1204.84,774.54,2018-Q1,2018
Central,Elements,Gatsby,2.28,1.42,737,1680.36,1046.54,633.82,2018-Q1,2018
Central,Elements,Naples,9.53,5.73,200,1906,1146,760,2018-Q1,2018
Midwest,Jeffrey Alexander,Duval,11.65,6.88,1364,15890.6,9384.32,6506.28,2018-Q1,2018
East coast,Jeffrey Alexander,Tahoe,21.99,12.28,711,15634.89,8731.08,6903.81,2018-Q1,2018
Northwest,Jeffrey Alexander,Escutcheons,1.78,1.13,435,774.3,491.55,282.75,2018-Q1,2018
Central,Jeffrey Alexander,Sonoma,5.39,2.99,350,1886.5,1046.5,840,2018-Q1,2018
Midwest,Jeffrey Alexander,Anwick,19.25,11.23,868,16709,9747.64,6961.36,2018-Q1,2018
East coast,Jeffrey Alexander,Leyton,12.38,7.32,329,4073.02,2408.28,1664.74,2018-Q1,2018
Northwest,Elements,Cypress,3.19,1.92,357,1138.83,685.44,453.39,2018-Q1,2018
South,Jeffrey Alexander,Hayworth,21.58,12.23,740,15969.2,9050.2,6919,2018-Q1,2018
East coast,Jeffrey Alexander,Bremen,15.99,9.87,200,3198,1974,1224,2018-Q1,2018
Central,Elements,Belfast,8.1,5.57,253,2049.3,1409.21,640.09,2018-Q1,2018
South,Jeffrey Alexander,Lenoir,6.2,3.94,491,3044.2,1934.54,1109.66,2018-Q1,2018
Central,Elements,Drake,4.79,3.23,425,2035.75,1372.75,663,2018-Q1,2018
Northeast,Jeffrey Alexander,Chesapeake,6.2,3.75,511,3168.2,1916.25,1251.95,2018-Q1,2018
Central,Elements,Lindos,4.15,2.58,553,2294.95,1426.74,868.21,2018-Q1,2018
Northeast,Jeffrey Alexander,Maybeck,8.85,5.49,67,592.95,367.83,225.12,2018-Q1,2018
West,Jeffrey Alexander,Symphony,8.89,5.53,534,4747.26,2953.02,1794.24,2018-Q1,2018
West,Jeffrey Alexander,Bremen,8.93,4.99,174,1553.82,868.26,685.56,2018-Q1,2018
International,Elements,Asher,8.55,5.78,970,8293.5,5606.6,2686.9,2018-Q1,2018
Midwest,Elements,Naples,9.95,6.38,519,5164.05,3311.22,1852.83,2018-Q1,2018
West,Jeffrey Alexander,Prestige,30.05,18.82,735,22086.75,13832.7,8254.05,2018-Q1,2018
Central,Jeffrey Alexander,Cordova,15.79,9.12,499,7879.21,4550.88,3328.33,2018-Q1,2018
Northwest,Jeffrey Alexander,Durham,15.99,9.18,79,1263.21,725.22,537.99,2018-Q1,2018
Northeast,Jeffrey Alexander,Bordeaux,7.96,5.16,838,6670.48,4324.08,2346.4,2018-Q1,2018
Central,Elements,Capri,3.29,2.06,682,2243.78,1404.92,838.86,2018-Q1,2018
East coast,Jeffrey Alexander,Belcastel,14.05,7.88,719,10101.95,5665.72,4436.23,2018-Q1,2018
East coast,Jeffrey Alexander,Escutcheons,1.78,1.02,207,368.46,211.14,157.32,2018-Q1,2018
South,Jeffrey Alexander,Tuscany,17.59,10.99,386,6789.74,4242.14,2547.6,2018-Q1,2018
West,Elements,Calloway,3.53,2.36,21,74.13,49.56,24.57,2018-Q1,2018
South,Elements,Gatsby,3.07,1.98,434,1332.38,859.32,473.06,2018-Q1,2018
Central,Elements,Zachary,8.32,5.58,740,6156.8,4129.2,2027.6,2018-Q1,2018
East coast,Jeffrey Alexander,Ella,136.25,77.66,951,129573.75,73854.66,55719.09,2018-Q1,2018
Central,Elements,Arcadia,5.05,3.18,945,4772.25,3005.1,1767.15,2018-Q1,2018
South,Jeffrey Alexander,Marlo,17.45,10.05,441,7695.45,4432.05,3263.4,2018-Q1,2018
Central,Elements,Capri,11.43,6.86,156,1783.08,1070.16,712.92,2018-Q1,2018
West,Jeffrey Alexander,Callie,13.2,7.44,761,10045.2,5661.84,4383.36,2018-Q1,2018
International,Jeffrey Alexander,Maybeck,8.85,5.19,837,7407.45,4344.03,3063.42,2018-Q1,2018
International,Jeffrey Alexander,Ella,8.38,4.98,160,1340.8,796.8,544,2018-Q1,2018
South,Jeffrey Alexander,Rhodes,15.59,8.78,577,8995.43,5066.06,3929.37,2018-Q1,2018
West,Jeffrey Alexander,Backplates,5.09,3.11,407,2071.63,1265.77,805.86,2018-Q1,2018
Northwest,Elements,Aiden,1.8459,5.41,747,1378.8873,4041.27,-2662.3827,2018-Q1,2018
East coast,Jeffrey Alexander,Milan,16.98,10.12,18,305.64,182.16,123.48,2018-Q1,2018
East coast,Jeffrey Alexander,Tuscany,15.79,9.01,779,12300.41,7018.79,5281.62,2018-Q1,2018
East coast,Jeffrey Alexander,Rae,160,92.85,686,109760,63695.1,46064.9,2018-Q1,2018
Northeast,Elements,Gatsby,2.15,1.29,80,172,103.2,68.8,2018-Q1,2018
Central,Jeffrey Alexander,Escutcheons,1.78,1.02,96,170.88,97.92,72.96,2018-Q1,2018
Midwest,Elements,Asher,7.58,5.23,164,1243.12,857.72,385.4,2018-Q1,2018
Northwest,Jeffrey Alexander,Belcastel,8.93,5.71,971,8671.03,5544.41,3126.62,2018-Q1,2018
International,Jeffrey Alexander,Rae,6.58,3.71,387,2546.46,1435.77,1110.69,2018-Q1,2018
Northeast,Elements,Kingsport,3.05,2.11,217,661.85,457.87,203.98,2018-Q1,2018
South,Elements,Slade,2.39,1.64,188,449.32,308.32,141,2018-Q1,2018
Central,Elements,Merryville,3.83,2.38,338,1294.54,804.44,490.1,2018-Q1,2018
Central,Elements,Calloway,3.53,2.36,331,1168.43,781.16,387.27,2018-Q1,2018
West,Jeffrey Alexander,Maybeck,22.92,14.5,377,8640.84,5466.5,3174.34,2018-Q1,2018
Central,Elements,Naples,15.59,10.63,719,11209.21,7642.97,3566.24,2018-Q1,2018
Midwest,Elements,Kenner,5.39,3.35,1649,8888.11,5524.15,3363.96,2018-Q1,2018
Central,Elements,Edgefield,3.89,2.68,928,3609.92,2487.04,1122.88,2018-Q1,2018
Northeast,Jeffrey Alexander,Belcastel,7.13,4.07,582,4149.66,2368.74,1780.92,2018-Q1,2018
Central,Elements,Stanton,8.56,5.96,444,3800.64,2646.24,1154.4,2018-Q1,2018
Central,Elements,Geneva,4.55,2.73,974,4431.7,2659.02,1772.68,2018-Q1,2018
Central,Jeffrey Alexander,Tiffany,14.49,8.5,805,11664.45,6842.5,4821.95,2018-Q1,2018
Central,Elements,Slade,4.99,3.11,597,2979.03,1856.67,1122.36,2018-Q1,2018
East coast,Jeffrey Alexander,Milan,9.83,5.79,911,8955.13,5274.69,3680.44,2018-Q1,2018
West,Jeffrey Alexander,Delmar,32.59,20.38,102,3324.18,2078.76,1245.42,2018-Q1,2018
West,Jeffrey Alexander,Cordova,8.59,5.36,351,3015.09,1881.36,1133.73,2018-Q1,2018
South,Jeffrey Alexander,Lyon,6.95,4.03,494,3433.3,1990.82,1442.48,2018-Q1,2018
Midwest,Jeffrey Alexander,Belcastel,11.65,7.25,933,10869.45,6764.25,4105.2,2018-Q1,2018
Northwest,Jeffrey Alexander,Backplates,5.09,2.94,253,1287.77,743.82,543.95,2018-Q1,2018
East coast,Jeffrey Alexander,Chesapeake,3.89,2.16,272,1058.08,587.52,470.56,2018-Q1,2018
Northeast,Elements,Merryville,4.15,2.79,379,1572.85,1057.41,515.44,2018-Q1,2018
East coast,Elements,Verona,2.67,1.78,31,82.77,55.18,27.59,2018-Q1,2018
Central,Elements,Gatsby,2.67,1.65,202,539.34,333.3,206.04,2018-Q1,2018
South,Jeffrey Alexander,Lexa,24.85,14.24,303,7529.55,4314.72,3214.83,2018-Q1,2018
Midwest,Jeffrey Alexander,Valencia,9.68,5.39,680,6582.4,3665.2,2917.2,2018-Q1,2018
Northwest,Elements,Drake,5.15,3.47,11,56.65,38.17,18.48,2018-Q1,2018
Northwest,Jeffrey Alexander,Hayworth,13.83,8.95,644,8906.52,5763.8,3142.72,2018-Q1,2018
Central,Elements,Arcadia,5.05,3.03,567,2863.35,1718.01,1145.34,2018-Q1,2018
West,Elements,Zachary,3.15,2.08,828,2608.2,1722.24,885.96,2018-Q1,2018
Northeast,Elements,Calloway,7.25,4.67,518,3755.5,2419.06,1336.44,2018-Q1,2018
South,Jeffrey Alexander,Duval,24.4,13.73,283,6905.2,3885.59,3019.61,2018-Q1,2018
Midwest,Elements,Kingsport,1.5,0.97,1408,2112,1365.76,746.24,2018-Q1,2018
Northwest,Jeffrey Alexander,Rae,13.99,8.13,924,12926.76,7512.12,5414.64,2018-Q1,2018
West,Jeffrey Alexander,Milan,126,71.86,339,42714,24360.54,18353.46,2018-Q1,2018
Midwest,Elements,Palisade,3.43,2.18,969,3323.67,2112.42,1211.25,2018-Q1,2018
Central,Elements,Lindos,4.87,3.16,781,3803.47,2467.96,1335.51,2018-Q1,2018
West,Jeffrey Alexander,Encada,11.83,7.04,98,1159.34,689.92,469.42,2018-Q1,2018
Central,Elements,Arcadia,5.05,3.51,724,3656.2,2541.24,1114.96,2018-Q1,2018
Midwest,Jeffrey Alexander,Tuscany,10.15,6.54,1452,14737.8,9496.08,5241.72,2018-Q1,2018
Central,Jeffrey Alexander,Bremen,15.99,9.14,642,10265.58,5867.88,4397.7,2018-Q1,2018
Central,Elements,Madison,3.45,2.33,542,1869.9,1262.86,607.04,2018-Q1,2018
West,Jeffrey Alexander,Zurich,9.25,5.56,433,4005.25,2407.48,1597.77,2018-Q1,2018
Central,Elements,Strickland,9.53,6.51,780,7433.4,5077.8,2355.6,2018-Q1,2018
South,Jeffrey Alexander,Backplates,5.09,3.26,483,2458.47,1574.58,883.89,2018-Q1,2018
Central,Elements,Florence,5.21,3.25,239,1245.19,776.75,468.44,2018-Q1,2018
Northwest,Elements,Naples,4.55,3.05,961,4372.55,2931.05,1441.5,2018-Q1,2018
East coast,Elements,Palisale,3.73,2.33,566,2111.18,1318.78,792.4,2018-Q1,2018
East coast,Jeffrey Alexander,Maybeck,19.86,11.49,326,6474.36,3745.74,2728.62,2018-Q1,2018
Northwest,Jeffrey Alexander,Bremen,5.33,3.04,88,469.04,267.52,201.52,2018-Q1,2018
East coast,Elements,Arcadia,5.05,3.51,717,3620.85,2516.67,1104.18,2018-Q1,2018
Central,Elements,Seaver,3.89,2.37,465,1808.85,1102.05,706.8,2018-Q1,2018
Northeast,Jeffrey Alexander,Bella,14.99,9.21,353,5291.47,3251.13,2040.34,2018-Q1,2018
West,Elements,Florence,6.83,4.75,629,4296.07,2987.75,1308.32,2018-Q1,2018
Midwest,Jeffrey Alexander,Delgado,9.89,5.69,515,5093.35,2930.35,2163,2018-Q1,2018
West,Jeffrey Alexander,Modena,19.63,11.79,942,18491.46,11106.18,7385.28,2018-Q1,2018
East coast,Jeffrey Alexander,Milan,16.98,10.61,133,2258.34,1411.13,847.21,2018-Q1,2018
West,Jeffrey Alexander,Harlow,14.99,9.38,270,4047.3,2532.6,1514.7,2018-Q1,2018
Central,Elements,Geneva,5.2,3.19,90,468,287.1,180.9,2018-Q1,2018
East coast,Jeffrey Alexander,Amsden,19.86,11.35,151,2998.86,1713.85,1285.01,2018-Q1,2018
South,Jeffrey Alexander,Latches,12.65,7.27,305,3858.25,2217.35,1640.9,2018-Q1,2018
West,Jeffrey Alexander,Lafayette,19.63,11.2,678,13309.14,7593.6,5715.54,2018-Q1,2018
Northeast,Elements,Hadley,6.35,4.18,597,3790.95,2495.46,1295.49,2018-Q1,2018
Midwest,Elements,Florence,5.21,3.28,1228,6397.88,4027.84,2370.04,2018-Q1,2018
Central,Elements,Lindos,3.83,2.67,209,800.47,558.03,242.44,2018-Q1,2018
Central,Elements,Naples,4.87,3.23,866,4217.42,2797.18,1420.24,2018-Q1,2018
Central,Elements,Stanton,24.59,15.14,344,8458.96,5208.16,3250.8,2018-Q1,2018
South,Jeffrey Alexander,Tiffany,29.25,17.69,417,12197.25,7376.73,4820.52,2018-Q1,2018
Northeast,Jeffrey Alexander,Escutcheons,1.78,1.02,559,995.02,570.18,424.84,2018-Q1,2018
Central,Elements,Cosgrove,3.58,2.49,166,594.28,413.34,180.94,2018-Q1,2018
Northwest,Elements,Asher,9.98,6.15,744,7425.12,4575.6,2849.52,2018-Q1,2018
Northwest,Jeffrey Alexander,Duval,16.11,9.88,922,14853.42,9109.36,5744.06,2018-Q1,2018
Central,Jeffrey Alexander,Amsden,10.71,6.02,591,6329.61,3557.82,2771.79,2018-Q1,2018
East coast,Jeffrey Alexander,Amsden,15.38,9.35,13,199.94,121.55,78.39,2018-Q1,2018
East coast,Jeffrey Alexander,Belcastel,126,70.82,345,43470,24432.9,19037.1,2018-Q1,2018
West,Jeffrey Alexander,Chesapeake,6.2,3.74,815,5053,3048.1,2004.9,2018-Q1,2018
